"lang"
{ 
	"Language" "English" 
		"DOTA_Tooltip_ability_dragon_knight_fireball_duration"												"DURATION:"
		"DOTA_Tooltip_ability_dragon_knight_fireball_linger_duration"										"LINGER DURATION:"
		"DOTA_Tooltip_ability_dragon_knight_fireball_Facet_dragon_knight_crimson_blood"						"Increases damage dealt."
		"DOTA_Tooltip_ability_dragon_knight_fireball_Facet_dragon_knight_caustic_blood"						"Does physical damage, and reduces enemy armor for every second they stand in the radius."
		"DOTA_Tooltip_ability_dragon_knight_fireball_radius_armor_per_second"								"ARMOR LOSS PER SECOND:"
		"DOTA_Tooltip_ability_dragon_knight_fireball_Facet_dragon_knight_cerulean_blood"					"Enemies that stand in the radius for too long become frozen for a short time."
		"DOTA_Tooltip_ability_dragon_knight_fireball_radius_freeze_delay"									"FREEZE DELAY:"
		"DOTA_Tooltip_ability_dragon_knight_fireball_radius_freeze_duration"								"FREEZE DURATION:"
		"DOTA_Tooltip_modifier_dragon_knight_fireball_aura"													"Fireball - Debuff"
		"DOTA_Tooltip_modifier_dragon_knight_fireball_aura_Description"										"Receiving the effects of Breathe Fire, as well as losing armor per second (Caustic), or at risk of being frozen (Cerulean)."
		"DOTA_Tooltip_modifier_dragon_knight_fireball_cerulean_blood"										"Fireball - Cerulean Blood"
		"DOTA_Tooltip_modifier_dragon_knight_fireball_cerulean_blood_Description"							"Frozen!"

		"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_Description"									"Dragon Knight takes the form of one of three powerful elder dragons, based on his ancestry. Increases movement speed, attack damage, and Wyrm's Wrath effects. Attacks apply Wyrm's Wrath on-hit effects and splash to nearby enemies. Exchanges Breathe Fire for Fireball, increases the cast range of Dragon Tail, and increases the bonuses from Dragon Blood."
		"DOTA_Tooltip_modifier_dragon_knight_elder_dragon_form_buff"										"Elder Dragon Form"
		"DOTA_Tooltip_modifier_dragon_knight_elder_dragon_form_buff_Description"							"Attacking from range, and gaining movement speed, attack damage, increased Wyrm's Wrath effect, and splash damage."

		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_2"											"{s:bonus_talent_2_tooltip}x Breathe Fire Debuff Effect"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_3"											"+{s:bonus_stun_duration}s Dragon Tail Stun"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_5"											"+{s:bonus_bonus_attack_range}/+{s:bonus_bonus_attack_damage} Elder Dragon Form Attack Range/Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_6"											"+{s:bonus_range}% Breath Fire Damage/Cast Range"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_7"											"{s:bonus_base_health_regen}x/{s:bonus_base_armor}x Dragon Blood HP Regen/Armor"
		"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_8"											"+{s:bonus_elder_dragon_form_bonus}% Wyrm's Wrath effect during Elder Dragon Form"

		//Magnus
		"DOTA_Tooltip_Facet_magnataur_avenger"																"Avenger"
		"DOTA_Tooltip_Facet_magnataur_avenger_Description"													"Magnus' power erupts, becoming a dangerous attacker."
		"DOTA_Tooltip_Facet_magnataur_guardian"																"Guardian"
		"DOTA_Tooltip_Facet_magnataur_guardian_Description"													"Magnus raises his guard, becoming a durable defender."

		"DOTA_Tooltip_ability_magnataur_solid_core_Description"												"Magnus is immune to being slowed, and gains status resistance."
		"DOTA_Tooltip_ability_magnataur_solid_core_status_resistance"										"%STATUS RESISTANCE:"
		"DOTA_Tooltip_ability_magnataur_solid_core_Facet_magnataur_avenger"									"Now provides bonus damage for every point of armor Magnus has."
		"DOTA_Tooltip_ability_magnataur_solid_core_damage_per_armor"										"%DAMAGE PER ARMOR:"
		"DOTA_Tooltip_ability_magnataur_solid_core_Facet_magnataur_guardian"								"Now provides armor, and increases both the armor and status resistance per hero level."
		"DOTA_Tooltip_ability_magnataur_solid_core_base_armor"												"BASE ARMOR:"
		"DOTA_Tooltip_ability_magnataur_solid_core_armor_per_level"											"ARMOR PER LEVEL:"
		"DOTA_Tooltip_ability_magnataur_solid_core_status_resistance_per_level"								"%STATUS RESISTANCE PER LEVEL:"

		"DOTA_Tooltip_ability_magnataur_shockwave_Facet_magnataur_avenger"									"Shockwave returns to Magnus' location upon reaching the end of its path, hitting enemies a second time for reduced damage."
		"DOTA_Tooltip_ability_magnataur_shockwave_return_damage"											"%RETURN DAMAGE:"
		"DOTA_Tooltip_ability_magnataur_shockwave_Facet_magnataur_guardian"									"Increases the slow duration, and disarms enemies while they are slowed."
		"DOTA_Tooltip_modifier_magnataur_shockwave_ebf"														"Shockwave - Slow"
		"DOTA_Tooltip_modifier_magnataur_shockwave_ebf_Description"											"Slowed, and unable to attack (Guardian)."

		"DOTA_Tooltip_ability_magnataur_empower_Description"												"Gives an allied unit bonus damage and cleave on attack."
		"DOTA_Tooltip_ability_magnataur_empower_Facet_magnataur_avenger"									"Permanent and improved on Magnus. Each attack provides stacking bonus damage and cleave, and all stacks are refreshed on hit."
		"DOTA_Tooltip_ability_magnataur_empower_bonus_per_stack"											"%BONUSES PER STACK:"
		"DOTA_Tooltip_ability_magnataur_empower_max_stacks"													"MAX STACKS:"
		"DOTA_Tooltip_ability_magnataur_empower_stack_duration"												"STACK DURATION:"
		"DOTA_Tooltip_ability_magnataur_empower_Facet_magnataur_guardian"									"Applies to all nearby allies on cast."
		"DOTA_Tooltip_ability_magnataur_empower_aoe_on_cast"												"RADIUS:"
		"DOTA_Tooltip_modifier_magnataur_empower_ebf"														"Empower"
		"DOTA_Tooltip_modifier_magnataur_empower_ebf_Description"											"Dealing increased damage and cleaving."

		"DOTA_Tooltip_ability_magnataur_skewer_Description"													"Magnus rushes forward, goring enemy units on his massive tusk. Enemies hit on the way will be attacked with bonus damage, and then slowed. The bonus damage is increased based on distance traveled."
		"DOTA_Tooltip_ability_magnataur_skewer_skewer_damage"												"BONUS DAMAGE:"
		"DOTA_Tooltip_ability_magnataur_skewer_damage_distance_pct"											"%DISTANCE AS BONUS DAMAGE:"
		"DOTA_Tooltip_modifier_magnataur_skewer_ebf"														"Skewer"
		"DOTA_Tooltip_modifier_magnataur_skewer_ebf_Description"											"Charging forward, attacking and slowing any enemies hit."

		"DOTA_Tooltip_ability_magnataur_reverse_polarity_armor"												"ARMOR:"
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_attack_speed"										"ATTACK SPEED:"
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_buff_duration"										"BUFF DURATION:"
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_stat_buff_duration"								"STAT BUFF DURATION:"
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_Facet_magnataur_avenger"							"Now provides bonus armor and attack speed on cast."
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_Facet_magnataur_guardian"							"Affected enemies lose armor and attack speed. Can be toggled to push enemies away on cast instead of pulling them in."
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_push"												"PUSH RADIUS:"
		"DOTA_Tooltip_ability_magnataur_reverse_polarity_max_knockback"										"MAX KNOCKBACK:"
		"DOTA_Tooltip_modifier_magnataur_reverse_polarity_buff"												"Reverse Polarity"
		"DOTA_Tooltip_modifier_magnataur_reverse_polarity_buff_Description"									"Gaining/losing armor and attack speed."

		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_2_Facet_magnataur_avenger"						"+{s:bonus_slow_duration}s Skewer Slow Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_2_Facet_magnataur_guardian"					"+{s:bonus_stun_duration}s Horn Toss Stun Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_3"												"+{s:bonus_hero_stat_stacks}/+{s:bonus_creep_stat_stacks} All Stats per hero/creep hit with Reverse Polarity"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_4_Facet_magnataur_avenger"						"-{s:bonus_AbilityCooldown}s Skewer Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_4_Facet_magnataur_guardian"					"-{s:bonus_AbilityCooldown}s Horn Toss Cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_5"												"+{s:bonus_shock_damage}% Shockwave Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_6_Facet_magnataur_avenger"						"+{s:bonus_damage_distance_pct}% Skewer Damage Per Distance Travelled"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_6_Facet_magnataur_guardian"					"+{s:bonus_damage}% Horn Toss Damage"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_7"												"+{s:bonus_cleave_damage_pct}% Empower Damage/Cleave"
		"DOTA_Tooltip_ability_special_bonus_unique_magnataur_8"												"+{s:bonus_hero_stun_duration}s Reverse Polarity Stun Duration"

		//Antimage
		"DOTA_Tooltip_Facet_antimage_ascetic"																"Path of the Ascetic"
		"DOTA_Tooltip_Facet_antimage_ascetic_Description"													"Anti-mage focuses on disavowing magic, becoming a survivable crowd controller."
		"DOTA_Tooltip_Facet_antimage_pragmatic"																"Path of the Pragmatist"
		"DOTA_Tooltip_Facet_antimage_pragmatic_Description"													"Anti-mage accepts magic's aid, becoming a mobile damage dealer."
		
		"DOTA_Tooltip_ability_antimage_persectur"															"Persecutor"
		"DOTA_Tooltip_ability_antimage_persectur_Description"												"Any time any unit within %search_radius% units of Anti-Mage, including Anti-Mage, expends mana, the next instance of damage dealt by Anti-Mage has its damage increased by a percentage of the mana spent as magical spell damage.\nThe damage dealt becomes Pure damage against units with less than %mana_threshold%%% of their maximum mana."
		"DOTA_Tooltip_ability_antimage_persectur_facet_antimage_ascetic"									"Anti-Mage gains a stacking universal barrier equal to %mana_to_barrier%%% of the mana spent, up to %barrier_max%%% of his maximum health."
		"DOTA_Tooltip_ability_antimage_persectur_facet_antimage_pragmatic"									"Persecutor always deals damage and becomes Pure damage mana threshold increased."
		"DOTA_Tooltip_ability_antimage_persectur_Note0"														"Full effect if caused by illusions."
		"DOTA_Tooltip_ability_antimage_persectur_mana_to_damage"											"%MANA SPENT TO DAMAGE:"
		"DOTA_Tooltip_ability_antimage_persectur_base_damage"												"BASE DAMAGE:"
		
		"DOTA_Tooltip_ability_antimage_mana_break"															"Mana Feedback"
		"DOTA_Tooltip_ability_antimage_mana_break_Description"												"Units attacked by Anti-Mage are debuffed for %duration% seconds, increasing the mana cost of spells cast by a base amount and a percentage of their maximum mana and upon Casting a Spell, they take damage equal to a percentage of the mana cost and are slowed for %slow_duration% seconds, scaling linearly with their missing mana percentage."
		"DOTA_Tooltip_ability_antimage_mana_break_facet_antimage_ascetic"									"Initial debuff also reduces enemy outgoing spell damage."
		"DOTA_Tooltip_ability_antimage_mana_break_facet_antimage_pragmatic"									"Initial debuff also causes units to take more spell damage."
		"DOTA_Tooltip_ability_antimage_mana_break_Lore"														"A modified technique of the Turstarkuri monks' peaceful ways is to turn magical energies on their owner."
		"DOTA_Tooltip_ability_antimage_mana_break_Note0"													"Mana Break has %illusion_percentage%%% effect if caused by illusions."
		"DOTA_Tooltip_ability_antimage_mana_break_mana_per_hit"												"BASE MANA COST INCREASE:"
		"DOTA_Tooltip_ability_antimage_mana_break_mana_per_hit_pct"											"%MAX MANA COST INCREASE:"
		"DOTA_Tooltip_ability_antimage_mana_break_percent_damage_per_burn"									"%MANA SPENT AS DAMAGE:"
		"DOTA_Tooltip_ability_antimage_mana_break_spell_damage_dealt"										"%REDUCED OUTGOING SPELL DAMAGE:"
		"DOTA_Tooltip_ability_antimage_mana_break_spell_damage_taken"										"%INCREASED INCOMING SPELL DAMAGE:"
		
		"DOTA_Tooltip_ability_antimage_blink"																"Blink"
		"DOTA_Tooltip_ability_antimage_blink_Description"													"Short distance teleportation that allows Anti-Mage to move in and out of combat."
		"DOTA_Tooltip_ability_antimage_mana_break_facet_antimage_ascetic"									"Restores a percentage of your maximum health."
		"DOTA_Tooltip_ability_antimage_mana_break_facet_antimage_pragmatic"									"Creates an Illusion to appear where Anti-Mage was. Can be alt-cast to instead blink the Illusion to the location and not move Anti-Mage. Lasts %illusion_duration% seconds."
		"DOTA_Tooltip_ability_antimage_blink_Lore"															"In his encounter with the Dead Gods, Anti-Mage learned the value of being elusive."
		"DOTA_Tooltip_ability_antimage_blink_Note0"															"You can use Blink to dodge incoming projectiles."
		"DOTA_Tooltip_ability_antimage_blink_max_hp_heal"													"%MAX HEALTH RESTORED:"
		"DOTA_Tooltip_ability_antimage_blink_illusion_damage_dealt"											"%ILLUSION OUTGOING DAMAGE:"
		"DOTA_Tooltip_ability_antimage_blink_illusion_damage_taken"											"%ILLUSION INCOMING DAMAGE:"

		"DOTA_Tooltip_ability_antimage_counterspell_Description"                                            "Counterspell may be activated to create an anti-magic barrier around Anti-Mage that blocks spell damage and turns him Debuff Immune while it lasts."
		"DOTA_Tooltip_ability_antimage_counterspell_facet_antimage_ascetic"									"Anti-Mage deals damage equal to %damage_taken_returned%%% of barrier lost to all enemies within %damage_radius% radius of him any time he loses Counterspell Barrier."
		"DOTA_Tooltip_ability_antimage_counterspell_facet_antimage_pragmatic"								"After Counterspell ends, Anti-Mage gains an attack speed bonus for %attack_speed_duration% seconds and %barrier_to_innate%%% of the total barrier is added to Persecutor's damage stored."
